food,calories,protein,carbs,fat,sugar,sodium,gi,diabetes_label,hypertension_label,cvd_label,pcos_label,obesity_label,meal_type,target_audience,food_type,region
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,446.1,11.9,64.4,13.9,5.0,594.8,54.5,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,449.3,12.0,64.9,14.0,5.0,599.1,54.9,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,450.4,12.0,65.1,14.0,5.0,600.6,55.1,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,450.7,12.0,65.1,14.0,5.0,600.9,55.1,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,446.6,11.9,64.5,13.9,5.0,595.4,54.6,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,448.4,12.0,64.8,14.0,5.0,597.9,54.8,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,450.0,12.0,65.0,14.0,5.0,600.0,55.0,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,453.5,12.1,65.5,14.1,5.0,604.7,55.4,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,453.2,12.1,65.5,14.1,5.0,604.3,55.4,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,448.9,12.0,64.8,14.0,5.0,598.5,54.9,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,453.2,12.1,65.5,14.1,5.0,604.3,55.4,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,447.4,11.9,64.6,13.9,5.0,596.5,54.7,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Ragda Pattice (Pan Seared Tikkis) w/ Chutney,449.8,12.0,65.0,14.0,5.0,599.8,55.0,Moderate,Moderate,Recommended,Recommended,Moderate,Dinner,All,Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,380.0,22.0,45.0,10.0,1.0,700.0,55.0,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,382.2,22.1,45.3,10.1,1.0,704.0,55.3,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,382.6,22.2,45.3,10.1,1.0,704.9,55.4,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,382.8,22.2,45.3,10.1,1.0,705.2,55.4,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,377.0,21.8,44.6,9.9,1.0,694.5,54.6,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,376.4,21.8,44.6,9.9,1.0,693.4,54.5,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,376.7,21.8,44.6,9.9,1.0,694.0,54.5,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,377.4,21.8,44.7,9.9,1.0,695.2,54.6,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,376.5,21.8,44.6,9.9,1.0,693.6,54.5,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,379.3,22.0,44.9,10.0,1.0,698.7,54.9,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,378.3,21.9,44.8,10.0,1.0,696.8,54.7,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,378.2,21.9,44.8,10.0,1.0,696.7,54.7,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,379.0,21.9,44.9,10.0,1.0,698.2,54.9,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,379.5,22.0,44.9,10.0,1.0,699.0,54.9,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,382.9,22.2,45.3,10.1,1.0,705.3,55.4,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,377.5,21.9,44.7,9.9,1.0,695.4,54.6,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,382.3,22.1,45.3,10.1,1.0,704.3,55.3,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,380.5,22.0,45.1,10.0,1.0,701.0,55.1,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,376.4,21.8,44.6,9.9,1.0,693.4,54.5,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,379.0,21.9,44.9,10.0,1.0,698.1,54.9,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Chicken Momos (Steamed - 6 pcs) w/ Clear Soup,379.4,22.0,44.9,10.0,1.0,698.9,54.9,Moderate,Moderate,Recommended,Recommended,Recommended,Dinner,Kids,Non-Veg,North
Grilled Fish Tacos (2) w/ Cabbage Slaw,420.0,30.0,35.0,16.0,2.0,500.0,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,417.9,29.9,34.8,15.9,2.0,497.6,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,416.4,29.7,34.7,15.9,2.0,495.7,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,419.1,29.9,34.9,16.0,2.0,498.9,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,418.6,29.9,34.9,15.9,2.0,498.3,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,416.5,29.7,34.7,15.9,2.0,495.8,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,423.3,30.2,35.3,16.1,2.0,504.0,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,416.4,29.7,34.7,15.9,2.0,495.7,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,422.5,30.2,35.2,16.1,2.0,502.9,45.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,422.2,30.2,35.2,16.1,2.0,502.7,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,422.2,30.2,35.2,16.1,2.0,502.6,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,419.4,30.0,34.9,16.0,2.0,499.2,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,420.2,30.0,35.0,16.0,2.0,500.2,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,422.7,30.2,35.2,16.1,2.0,503.3,45.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,416.6,29.8,34.7,15.9,2.0,495.9,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,420.3,30.0,35.0,16.0,2.0,500.3,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,421.3,30.1,35.1,16.1,2.0,501.6,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,421.3,30.1,35.1,16.1,2.0,501.6,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,417.3,29.8,34.8,15.9,2.0,496.8,44.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,417.1,29.8,34.8,15.9,2.0,496.6,44.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Grilled Fish Tacos (2) w/ Cabbage Slaw,416.0,29.7,34.7,15.8,2.0,495.3,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,400.0,20.0,55.0,12.0,2.0,650.0,45.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,398.1,19.9,54.7,11.9,2.0,647.0,44.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,396.5,19.8,54.5,11.9,2.0,644.3,44.6,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,401.8,20.1,55.2,12.1,2.0,652.8,45.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,401.8,20.1,55.2,12.1,2.0,652.9,45.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,399.5,20.0,54.9,12.0,2.0,649.1,44.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,401.6,20.1,55.2,12.0,2.0,652.7,45.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,398.5,19.9,54.8,12.0,2.0,647.6,44.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,402.1,20.1,55.3,12.1,2.0,653.4,45.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,402.3,20.1,55.3,12.1,2.0,653.7,45.3,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,398.8,19.9,54.8,12.0,2.0,648.0,44.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,399.8,20.0,55.0,12.0,2.0,649.6,45.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,401.8,20.1,55.2,12.1,2.0,652.9,45.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,398.8,19.9,54.8,12.0,2.0,648.0,44.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,402.0,20.1,55.3,12.1,2.0,653.2,45.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,400.5,20.0,55.1,12.0,2.0,650.8,45.1,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,401.0,20.1,55.1,12.0,2.0,651.6,45.1,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,396.5,19.8,54.5,11.9,2.0,644.2,44.6,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,399.5,20.0,54.9,12.0,2.0,649.2,44.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,399.6,20.0,54.9,12.0,2.0,649.4,45.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
Tofu Stir Fry w/ Buckwheat Noodles,403.9,20.2,55.5,12.1,2.0,656.3,45.4,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",380.0,32.0,15.0,20.0,2.0,550.0,25.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",377.9,31.8,14.9,19.9,2.0,547.0,24.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",376.4,31.7,14.9,19.8,2.0,544.8,24.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.8,32.3,15.1,20.2,2.0,555.4,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",377.9,31.8,14.9,19.9,2.0,546.9,24.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",380.2,32.0,15.0,20.0,2.0,550.3,25.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",376.3,31.7,14.9,19.8,2.0,544.7,24.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",376.2,31.7,14.9,19.8,2.0,544.5,24.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.3,32.3,15.1,20.2,2.0,554.7,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",379.4,31.9,15.0,20.0,2.0,549.1,25.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.3,32.3,15.1,20.2,2.0,554.8,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",382.2,32.2,15.1,20.1,2.0,553.2,25.1,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",379.1,31.9,15.0,20.0,2.0,548.6,24.9,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",379.3,31.9,15.0,20.0,2.0,548.9,25.0,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",377.2,31.8,14.9,19.9,2.0,546.0,24.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.7,32.3,15.1,20.2,2.0,555.3,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",376.4,31.7,14.9,19.8,2.0,544.8,24.8,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",382.0,32.2,15.1,20.1,2.0,552.9,25.1,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.1,32.3,15.1,20.2,2.0,554.5,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.0,32.3,15.1,20.2,2.0,554.3,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
"Nicoise Salad (Tuna, Beans, Egg, Olives)",383.3,32.3,15.1,20.2,2.0,554.8,25.2,Recommended,Moderate,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,All
Dhokla (3 pcs) w/ Green Chutney,220.0,8.0,35.0,6.0,2.0,450.0,40.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,218.2,7.9,34.7,6.0,2.0,446.3,39.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,218.6,7.9,34.8,6.0,2.0,447.1,39.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,221.4,8.0,35.2,6.0,2.0,452.8,40.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,220.9,8.0,35.1,6.0,2.0,451.8,40.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,217.9,7.9,34.7,5.9,2.0,445.8,39.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,218.0,7.9,34.7,5.9,2.0,446.0,39.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,218.9,8.0,34.8,6.0,2.0,447.7,39.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,221.3,8.0,35.2,6.0,2.0,452.6,40.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,219.8,8.0,35.0,6.0,2.0,449.5,40.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,220.5,8.0,35.1,6.0,2.0,451.0,40.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,219.8,8.0,35.0,6.0,2.0,449.6,40.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,221.5,8.1,35.2,6.0,2.0,453.2,40.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,218.4,7.9,34.7,6.0,2.0,446.6,39.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,221.2,8.0,35.2,6.0,2.0,452.4,40.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,222.1,8.1,35.3,6.1,2.0,454.2,40.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,219.9,8.0,35.0,6.0,2.0,449.9,40.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,221.9,8.1,35.3,6.1,2.0,453.8,40.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,220.1,8.0,35.0,6.0,2.0,450.3,40.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,220.9,8.0,35.1,6.0,2.0,451.8,40.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Dhokla (3 pcs) w/ Green Chutney,218.5,7.9,34.8,6.0,2.0,446.9,39.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.0,6.0,22.0,8.0,1.0,250.0,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.1,6.0,22.0,8.0,1.0,250.2,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,179.8,6.0,22.0,8.0,1.0,249.7,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.2,6.0,22.0,8.0,1.0,250.3,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,181.8,6.1,22.2,8.1,1.0,252.5,35.3,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.6,6.0,22.1,8.0,1.0,250.8,35.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,179.4,6.0,21.9,8.0,1.0,249.1,34.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,179.4,6.0,21.9,8.0,1.0,249.1,34.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.0,6.0,22.0,8.0,1.0,250.0,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,178.5,5.9,21.8,7.9,1.0,247.9,34.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.8,6.0,22.1,8.0,1.0,251.1,35.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,181.1,6.0,22.1,8.1,1.0,251.6,35.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.7,6.0,22.1,8.0,1.0,251.0,35.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,178.3,5.9,21.8,7.9,1.0,247.7,34.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,179.8,6.0,22.0,8.0,1.0,249.7,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,178.7,6.0,21.8,7.9,1.0,248.2,34.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.6,6.0,22.1,8.0,1.0,250.9,35.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,181.1,6.0,22.1,8.1,1.0,251.6,35.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,180.0,6.0,22.0,8.0,1.0,250.0,35.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,181.2,6.0,22.1,8.1,1.0,251.7,35.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Khandvi (3 Rolls) w/ Mustard Tempering,179.6,6.0,22.0,8.0,1.0,249.5,34.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),250.0,8.0,38.0,8.0,2.0,300.0,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),251.0,8.0,38.1,8.0,2.0,301.2,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),249.1,8.0,37.9,8.0,2.0,298.9,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),249.0,8.0,37.8,8.0,2.0,298.8,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),248.0,7.9,37.7,7.9,2.0,297.6,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),252.5,8.1,38.4,8.1,2.0,303.0,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),250.8,8.0,38.1,8.0,2.0,301.0,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
Muthia (Steamed Bottle Gourd Dumplings),248.8,8.0,37.8,8.0,2.0,298.6,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,Seniors,Veg,North
